Timestamp,From_Bank,Send_Account,To_Bank,Receive_Account,Amount_Received,Receiving_Currency,Amount_Paid,Payment_Currency,Payment_Format,Is_Laundering
9/1/2022 0:23,1,800428290,1,800428290,30033.06,US Dollar,30033.06,US Dollar,Reinvestment,0
9/1/2022 0:10,1292,8004285A0,1292,8004285A0,20.57,US Dollar,20.57,US Dollar,Reinvestment,0
9/1/2022 0:29,1665,800429DC0,1665,800429DC0,6.38,US Dollar,6.38,US Dollar,Reinvestment,0
9/1/2022 0:26,1362,8.00E+95,1688,800429870,276940080.7,US Dollar,276940080.7,US Dollar,Cheque,0
9/1/2022 0:23,1362,8.00E+95,1362,8.00E+95,3.55,US Dollar,3.55,US Dollar,Reinvestment,0
9/1/2022 0:18,1588,800429730,1588,800429730,22.87,US Dollar,22.87,US Dollar,Reinvestment,0
9/1/2022 0:09,1688,800429870,236197,810758CA0,10.76,US Dollar,10.76,US Dollar,Credit Card,0
9/1/2022 0:17,1420,80042A430,3420,8040D1940,101.23,US Dollar,101.23,US Dollar,Credit Card,0
9/1/2022 0:15,1362,800404620,1362,800404620,20055.63,US Dollar,20055.63,US Dollar,Reinvestment,0
9/1/2022 0:19,1,800404760,1,800404760,2647.17,US Dollar,2647.17,US Dollar,Reinvestment,0
9/1/2022 0:25,1588,8004047B0,1588,8004047B0,33762.11,US Dollar,33762.11,US Dollar,Reinvestment,0
9/1/2022 0:21,701,80040CA80,701,80040CA80,18559.11,US Dollar,18559.11,US Dollar,Reinvestment,0
9/1/2022 0:24,1674,80040EA70,1674,80040EA70,10306.4,US Dollar,10306.4,US Dollar,Reinvestment,0
9/1/2022 0:01,3420,800410F70,3420,800410F70,10371.53,US Dollar,10371.53,US Dollar,Reinvestment,0
9/1/2022 0:21,12,800411150,12,800411150,46703.51,US Dollar,46703.51,US Dollar,Reinvestment,0
9/1/2022 0:21,10,80040F9F0,1588,800411380,329139,US Dollar,329139,US Dollar,ACH,0
9/1/2022 0:11,1674,800413A70,1674,800413A70,23379.08,US Dollar,23379.08,US Dollar,Reinvestment,0
9/1/2022 0:17,10,800414DA0,10,800414DA0,4221.61,US Dollar,4221.61,US Dollar,Reinvestment,0
9/1/2022 0:08,10,8.00E+06,10,8.00E+06,56060.89,US Dollar,56060.89,US Dollar,Reinvestment,0
9/1/2022 0:17,1292,8004110B0,220,800417140,4407566,US Dollar,4407566,US Dollar,ACH,0
9/1/2022 0:14,10,800417230,10,800417230,21607.41,US Dollar,21607.41,US Dollar,Reinvestment,0
9/1/2022 0:19,3744,800417A60,3744,800417A60,22.79,US Dollar,22.79,US Dollar,Reinvestment,0
9/1/2022 0:02,3429,800418810,3429,800418810,1758.34,US Dollar,1758.34,US Dollar,Reinvestment,0
9/1/2022 0:16,12,800418900,12,800418900,8367.47,US Dollar,8367.47,US Dollar,Reinvestment,0
9/1/2022 0:22,3365,800418BD0,1292,8004110B0,543.94,US Dollar,543.94,US Dollar,Cheque,0
9/1/2022 0:23,1,800418C20,1,800418C20,8945.03,US Dollar,8945.03,US Dollar,Reinvestment,0
9/1/2022 0:23,3401,800418C70,3401,800418C70,1044.72,US Dollar,1044.72,US Dollar,Reinvestment,0
9/1/2022 0:02,701,800420180,701,800420180,852.19,US Dollar,852.19,US Dollar,Reinvestment,0
9/1/2022 0:12,10,800424780,10,800424780,33308.36,US Dollar,33308.36,US Dollar,Reinvestment,0
9/1/2022 0:17,1,800424DC0,1,800424DC0,23435.53,US Dollar,23435.53,US Dollar,Reinvestment,0
9/1/2022 0:19,1,800425090,1,800425090,4277.92,US Dollar,4277.92,US Dollar,Reinvestment,0
9/1/2022 0:02,1665,8.00E+06,1665,8.00E+06,5926.67,US Dollar,5926.67,US Dollar,Reinvestment,0
9/1/2022 0:23,701,8.00E+06,701,8.00E+06,313.85,US Dollar,313.85,US Dollar,Reinvestment,0
9/1/2022 0:06,1467,800426300,1467,800426300,52873.03,US Dollar,52873.03,US Dollar,Reinvestment,0
9/1/2022 0:00,1729,800426440,1729,800426440,18843.48,US Dollar,18843.48,US Dollar,Reinvestment,0
9/1/2022 0:11,3619,800427080,3619,800427080,11.12,US Dollar,11.12,US Dollar,Reinvestment,0
9/1/2022 0:16,3755,8004276D0,3755,8004276D0,31177.86,US Dollar,31177.86,US Dollar,Reinvestment,0
9/1/2022 0:27,1688,80042BAA0,1688,80042BAA0,10405.85,US Dollar,10405.85,US Dollar,Reinvestment,0
9/1/2022 0:11,1674,80042BB90,1674,80042BB90,1308.14,US Dollar,1308.14,US Dollar,Reinvestment,0
9/1/2022 0:05,3209,80042BC80,1729,8004267A0,1689.56,US Dollar,1689.56,US Dollar,ACH,0
9/1/2022 0:29,1,800404760,1,800404760,4.28,US Dollar,4.28,US Dollar,Reinvestment,0
9/1/2022 0:09,701,80040CA80,701,80040CA80,13.2,US Dollar,13.2,US Dollar,Reinvestment,0
9/1/2022 0:17,1420,80040D120,1420,80040D120,7.98,US Dollar,7.98,US Dollar,Reinvestment,0
9/1/2022 0:06,1688,80040D1C0,1688,80040D1C0,5.32,US Dollar,5.32,US Dollar,Reinvestment,0
9/1/2022 0:13,220,80040F570,220,80040F570,23.86,US Dollar,23.86,US Dollar,Reinvestment,0
9/1/2022 0:16,701,800410820,701,800410820,12.81,US Dollar,12.81,US Dollar,Reinvestment,0
9/1/2022 0:24,1292,8004110B0,1292,8004110B0,6.04,US Dollar,6.04,US Dollar,Reinvestment,0
9/1/2022 0:09,1588,800411380,1688,8021EB600,41.48,US Dollar,41.48,US Dollar,Credit Card,0
9/1/2022 0:17,1688,800411470,13327,802C423C0,32.7,US Dollar,32.7,US Dollar,Credit Card,0
9/1/2022 0:19,1588,800411AF0,1588,800411AF0,9.77,US Dollar,9.77,US Dollar,Reinvestment,0
9/1/2022 0:05,1665,800411F00,1665,800411F00,15.44,US Dollar,15.44,US Dollar,Reinvestment,0
9/1/2022 0:02,1688,800413840,1688,800413840,18.57,US Dollar,18.57,US Dollar,Reinvestment,0
9/1/2022 0:24,12,8.00E+06,12,8.00E+06,17.87,US Dollar,17.87,US Dollar,Reinvestment,0
9/1/2022 0:25,10,8.00E+06,10,8.00E+06,8.52,US Dollar,8.52,US Dollar,Reinvestment,0
9/1/2022 0:25,220,800417140,13327,802C423C0,15.35,US Dollar,15.35,US Dollar,Credit Card,0
9/1/2022 0:04,1674,800417BE0,1688,8021EB600,36.61,US Dollar,36.61,US Dollar,Credit Card,0
9/1/2022 0:02,10,800418A90,13327,802C423C0,6.19,US Dollar,6.19,US Dollar,Credit Card,0
9/1/2022 0:01,701,800420180,701,800420180,13.85,US Dollar,13.85,US Dollar,Reinvestment,0
9/1/2022 0:16,1467,800426300,1467,800426300,18.4,US Dollar,18.4,US Dollar,Reinvestment,0
9/1/2022 0:23,1588,80042AC60,1588,80042AC60,21.25,US Dollar,21.25,US Dollar,Reinvestment,0
9/1/2022 0:15,1420,80042B610,1420,80042B610,8.93,US Dollar,8.93,US Dollar,Reinvestment,0
9/1/2022 0:05,1688,80042BAA0,1688,80042BAA0,7.36,US Dollar,7.36,US Dollar,Reinvestment,0
9/1/2022 0:26,1674,80042BB90,1674,80042BB90,3.88,US Dollar,3.88,US Dollar,Reinvestment,0
9/1/2022 0:02,70,100428660,1674,80042F4A0,119.96,US Dollar,119.96,US Dollar,Cheque,0
9/1/2022 0:28,70,100428660,1674,80042F4A0,333.13,US Dollar,333.13,US Dollar,Credit Card,0
9/1/2022 0:18,1362,800431800,13037,80199C3D0,5.88,US Dollar,5.88,US Dollar,Credit Card,0
9/1/2022 0:19,1601,8004322B0,1601,8004322B0,11302.79,US Dollar,11302.79,US Dollar,Reinvestment,0
9/1/2022 0:19,70,100428660,1292,800432260,3559080.69,US Dollar,3559080.69,US Dollar,Cheque,0
9/1/2022 0:12,70,100428660,1292,800432260,9985.7,US Dollar,9985.7,US Dollar,Credit Card,0
9/1/2022 0:01,70,100428660,1292,800432260,1568386.22,US Dollar,1568386.22,US Dollar,Cash,0
9/1/2022 0:22,1665,800433830,1665,800433830,233.26,US Dollar,233.26,US Dollar,Reinvestment,0
9/1/2022 0:16,1688,800433D20,1688,800433D20,145223.1,US Dollar,145223.1,US Dollar,Reinvestment,0
9/1/2022 0:04,3628,8.00E+06,3628,8.00E+06,4130.45,US Dollar,4130.45,US Dollar,Reinvestment,0
9/1/2022 0:11,1588,800432FE0,1588,800432FE0,23.52,US Dollar,23.52,US Dollar,Reinvestment,0
9/1/2022 0:07,1420,8004330D0,13264,80BFB8190,68.65,US Dollar,68.65,US Dollar,Credit Card,0
9/1/2022 0:28,1674,800432D30,1674,800432D30,788883.61,US Dollar,788883.61,US Dollar,Reinvestment,0
9/1/2022 0:19,3232,8.00E+15,1674,800432D30,484.37,US Dollar,484.37,US Dollar,Wire,0
9/1/2022 0:19,1,800436280,1,800436280,3479992.43,US Dollar,3479992.43,US Dollar,Reinvestment,0
9/1/2022 0:27,1292,800436410,1292,800436410,3948551.47,US Dollar,3948551.47,US Dollar,Reinvestment,0
9/1/2022 0:14,1292,800436410,1292,800436410,16.62,US Dollar,16.62,US Dollar,Reinvestment,0
9/1/2022 0:13,1,8004375A0,1,8004375A0,82315.1,US Dollar,82315.1,US Dollar,Reinvestment,0
9/1/2022 0:14,1,8001EADC0,1,8001EADC0,11940.65,US Dollar,11940.65,US Dollar,Reinvestment,0
9/1/2022 0:12,3425,8001EAE10,3425,8001EAE10,2291.29,US Dollar,2291.29,US Dollar,Reinvestment,0
9/1/2022 0:19,10,8001EAF50,10,8001EAF50,1980.43,US Dollar,1980.43,US Dollar,Reinvestment,0
9/1/2022 0:19,1674,800438DB0,1674,800438DB0,5.48,US Dollar,5.48,US Dollar,Reinvestment,0
9/1/2022 0:12,10,800438600,10,800438600,98220.78,US Dollar,98220.78,US Dollar,Reinvestment,0
9/1/2022 0:27,3462,8004386F0,3462,8004386F0,21099.12,US Dollar,21099.12,US Dollar,Reinvestment,0
9/1/2022 0:05,1665,800439C00,1665,800439C00,3.19,US Dollar,3.19,US Dollar,Reinvestment,0
9/1/2022 0:02,701,80043A060,701,80043A060,317614.27,US Dollar,317614.27,US Dollar,Reinvestment,0
9/1/2022 0:18,3425,800435290,3425,800435290,44497.64,US Dollar,44497.64,US Dollar,Reinvestment,0
9/1/2022 0:27,1362,8.00E+06,1362,8.00E+06,6465.9,US Dollar,6465.9,US Dollar,Reinvestment,0
9/1/2022 0:04,10,800437FC0,10,800437FC0,480.01,US Dollar,480.01,US Dollar,Reinvestment,0
9/1/2022 0:27,220,80043A6C0,220,80043A6C0,5998.19,US Dollar,5998.19,US Dollar,Reinvestment,0
9/1/2022 0:00,1729,80043AE10,1729,80043AE10,646472.01,US Dollar,646472.01,US Dollar,Reinvestment,0
9/1/2022 0:13,3559,80043AEB0,3559,80043AEB0,5340.84,US Dollar,5340.84,US Dollar,Reinvestment,0
9/1/2022 0:02,513,8003BD920,1729,80043AE10,10909.22,US Dollar,10909.22,US Dollar,Cheque,0
9/1/2022 0:24,513,8003BD920,1729,80043AE10,9213.4,US Dollar,9213.4,US Dollar,Credit Card,0
9/1/2022 0:07,513,8003BD920,1729,80043AE10,22874.85,US Dollar,22874.85,US Dollar,Cash,0
9/1/2022 0:21,513,8003BD920,1729,80043AE10,5559.95,US Dollar,5559.95,US Dollar,ACH,0
9/1/2022 0:22,513,8003BD920,1729,80043AE10,4644.72,US Dollar,4644.72,US Dollar,Wire,0
9/1/2022 0:11,12,80043B820,12,80043B820,12.7,US Dollar,12.7,US Dollar,Reinvestment,0
9/1/2022 0:27,1,80043AC10,8798,80D507000,9.48,US Dollar,9.48,US Dollar,Credit Card,0
9/1/2022 0:16,701,80043EBF0,701,80043EBF0,51213.82,US Dollar,51213.82,US Dollar,Reinvestment,0
9/1/2022 0:28,701,80043EBF0,701,80043EBF0,4.17,US Dollar,4.17,US Dollar,Reinvestment,0
9/1/2022 0:17,701,800421BB0,701,800421BB0,23.34,US Dollar,23.34,US Dollar,Reinvestment,0
9/1/2022 0:22,1665,800443A90,1665,800443A90,341508.32,US Dollar,341508.32,US Dollar,Reinvestment,0
9/1/2022 0:08,1665,800443A90,1665,800443A90,7.92,US Dollar,7.92,US Dollar,Reinvestment,0
9/1/2022 0:07,701,800444D20,701,800444D20,104287.05,US Dollar,104287.05,US Dollar,Reinvestment,0
9/1/2022 0:17,220,8004227C0,701,800444D20,2844,US Dollar,2844,US Dollar,Cheque,0
9/1/2022 0:20,220,8004227C0,701,800444D20,4977,US Dollar,4977,US Dollar,Credit Card,0
9/1/2022 0:29,701,800444D20,701,800444D20,17.71,US Dollar,17.71,US Dollar,Reinvestment,0
9/1/2022 0:15,10,800449990,10,800449990,650974.82,US Dollar,650974.82,US Dollar,Reinvestment,0
9/1/2022 0:08,513,800449A80,513,800449A80,23.75,US Dollar,23.75,US Dollar,Reinvestment,0
9/1/2022 0:23,1729,80044BCB0,1729,80044BCB0,2065.67,US Dollar,2065.67,US Dollar,Reinvestment,0
9/1/2022 0:19,10,80044B030,10,80044B030,12.31,US Dollar,12.31,US Dollar,Reinvestment,0
9/1/2022 0:06,1729,80044BCB0,1729,80044BCB0,8.53,US Dollar,8.53,US Dollar,Reinvestment,0
9/1/2022 0:24,12,80022A0B0,10,80044C930,12899000.92,US Dollar,12899000.92,US Dollar,Cheque,0
9/1/2022 0:04,12,80022A0B0,10,80044C930,29913.02,US Dollar,29913.02,US Dollar,Credit Card,0
9/1/2022 0:24,12,80022A0B0,10,80044C930,14286641.03,US Dollar,14286641.03,US Dollar,Cash,0
9/1/2022 0:20,12,80022A0B0,10,80044C930,7746260.43,US Dollar,7746260.43,US Dollar,ACH,0
9/1/2022 0:29,220,80044DBA0,220,80044DBA0,1592309.15,US Dollar,1592309.15,US Dollar,Reinvestment,0
9/1/2022 0:19,1420,8004503C0,1420,8004503C0,13.12,US Dollar,13.12,US Dollar,Reinvestment,0
9/1/2022 0:15,1688,800452650,1688,800452650,200279.24,US Dollar,200279.24,US Dollar,Reinvestment,0
9/1/2022 0:28,1601,800452DA0,1601,800452DA0,69791.54,US Dollar,69791.54,US Dollar,Reinvestment,0
9/1/2022 0:02,1601,800452DA0,1601,800452DA0,15.1,US Dollar,15.1,US Dollar,Reinvestment,0
9/1/2022 0:23,1,800454950,1,800454950,622.69,US Dollar,622.69,US Dollar,Reinvestment,0
9/1/2022 0:13,12,8004560C0,12,8004560C0,4329.76,US Dollar,4329.76,US Dollar,Reinvestment,0
9/1/2022 0:04,1,800456020,2824,8019FDD50,14.63,US Dollar,14.63,US Dollar,Credit Card,0
9/1/2022 0:21,220,8001576B0,1292,8004572B0,10791.37,US Dollar,10791.37,US Dollar,Cheque,0
9/1/2022 0:19,220,8001576B0,1292,8004572B0,6239.93,US Dollar,6239.93,US Dollar,Credit Card,0
9/1/2022 0:14,220,8001576B0,1292,8004572B0,7019.55,US Dollar,7019.55,US Dollar,Cash,0
9/1/2022 0:24,220,8001576B0,1292,8004572B0,92.26,US Dollar,92.26,US Dollar,ACH,0
9/1/2022 0:11,12,800458D00,12,800458D00,8011409.24,US Dollar,8011409.24,US Dollar,Reinvestment,0
9/1/2022 0:27,1601,800459330,1601,800459330,17,US Dollar,17,US Dollar,Reinvestment,0
9/1/2022 0:23,10,80045AC90,10,80045AC90,4.03,US Dollar,4.03,US Dollar,Reinvestment,0
9/1/2022 0:05,1688,80045B7C0,1688,80045B7C0,29117.92,US Dollar,29117.92,US Dollar,Reinvestment,0
9/1/2022 0:08,1467,80045E690,1467,80045E690,8.26,US Dollar,8.26,US Dollar,Reinvestment,0
9/1/2022 0:15,1420,8002B8320,1420,8002B8320,3825.65,US Dollar,3825.65,US Dollar,Reinvestment,0
9/1/2022 0:15,1467,8002B8370,1467,8002B8370,188086.87,US Dollar,188086.87,US Dollar,Reinvestment,0
9/1/2022 0:09,1420,8002B8320,1420,8002B8320,15.05,US Dollar,15.05,US Dollar,Reinvestment,0
9/1/2022 0:00,10,80045F610,10,80045F610,17864.76,US Dollar,17864.76,US Dollar,Reinvestment,0
9/1/2022 0:09,1688,80045ED80,1688,80045ED80,196861.31,US Dollar,196861.31,US Dollar,Reinvestment,0
9/1/2022 0:00,3706,80045FDE0,3706,80045FDE0,2873.33,US Dollar,2873.33,US Dollar,Reinvestment,0
9/1/2022 0:11,220,80045D5A0,23842,8052B9910,5.28,US Dollar,5.28,US Dollar,Credit Card,0
9/1/2022 0:08,1420,80045FE30,1420,80045FE30,17.16,US Dollar,17.16,US Dollar,Reinvestment,0
9/1/2022 0:28,1674,8.00E+06,1674,8.00E+06,5077.38,US Dollar,5077.38,US Dollar,Reinvestment,0
9/1/2022 0:16,1,8003C4EA0,1674,8.00E+06,4434.08,US Dollar,4434.08,US Dollar,Cheque,0
9/1/2022 0:09,1,8003C4EA0,1674,8.00E+06,6381.76,US Dollar,6381.76,US Dollar,Cash,0
9/1/2022 0:03,1729,80040EE30,1729,80040EE30,13.81,US Dollar,13.81,US Dollar,Reinvestment,0
9/1/2022 0:19,1729,800461BE0,1729,800461BE0,29426,US Dollar,29426,US Dollar,Reinvestment,0
9/1/2022 0:21,1729,800461BE0,1729,800461BE0,22.65,US Dollar,22.65,US Dollar,Reinvestment,0
9/1/2022 0:27,1467,8.00E+06,1467,8.00E+06,610024.93,US Dollar,610024.93,US Dollar,Reinvestment,0
9/1/2022 0:05,1467,8.00E+06,1467,8.00E+06,4.12,US Dollar,4.12,US Dollar,Reinvestment,0
9/1/2022 0:26,220,800463490,220,800463490,13279.64,US Dollar,13279.64,US Dollar,Reinvestment,0
9/1/2022 0:26,10,80019CF40,220,800463490,2220.14,US Dollar,2220.14,US Dollar,Cheque,0
9/1/2022 0:11,10,80019CF40,220,800463490,4967.12,US Dollar,4967.12,US Dollar,Credit Card,0
9/1/2022 0:26,10,80019CF40,220,800463490,7211.89,US Dollar,7211.89,US Dollar,Cash,0
9/1/2022 0:02,3290,8004639C0,3290,8004639C0,5900.62,US Dollar,5900.62,US Dollar,Reinvestment,0
9/1/2022 0:29,3552,800463A10,1674,800463A60,12515.04,US Dollar,12515.04,US Dollar,Wire,0
9/1/2022 0:09,3486,800463BA0,3486,800463BA0,1566.74,US Dollar,1566.74,US Dollar,Reinvestment,0
9/1/2022 0:20,1688,800463B00,1688,800463B00,8.38,US Dollar,8.38,US Dollar,Reinvestment,0
9/1/2022 0:14,220,800464590,220,800464590,3.27,US Dollar,3.27,US Dollar,Reinvestment,0
9/1/2022 0:17,10,8004652C0,10,8004652C0,19451.9,US Dollar,19451.9,US Dollar,Reinvestment,0
9/1/2022 0:12,3641,800465A60,3641,800465A60,6437.47,US Dollar,6437.47,US Dollar,Reinvestment,0
9/1/2022 0:02,1420,800465FE0,1292,8004661C0,274450275,US Dollar,274450275,US Dollar,Cheque,0
9/1/2022 0:23,1420,800465FE0,1420,800465FE0,22.57,US Dollar,22.57,US Dollar,Reinvestment,0
9/1/2022 0:13,1292,800466080,1292,800466080,18.61,US Dollar,18.61,US Dollar,Reinvestment,0
9/1/2022 0:29,1292,8004661C0,10,80FCBD6E0,16.97,US Dollar,16.97,US Dollar,Credit Card,0
9/1/2022 0:19,220,8002B5EE0,1,8.00E+65,2357.95,US Dollar,2357.95,US Dollar,Cheque,0
9/1/2022 0:03,220,8002B5EE0,1,8.00E+65,4084.08,US Dollar,4084.08,US Dollar,Credit Card,0
9/1/2022 0:03,220,8002B5EE0,1,8.00E+65,505.76,US Dollar,505.76,US Dollar,Cash,0
9/1/2022 0:08,220,8002B5EE0,1,8.00E+65,536.22,US Dollar,536.22,US Dollar,ACH,0
9/1/2022 0:02,220,8002B5EE0,1,8.00E+65,55.06,US Dollar,55.06,US Dollar,Wire,0
9/1/2022 0:01,12,800466FA0,12,800466FA0,12.77,US Dollar,12.77,US Dollar,Reinvestment,0
9/1/2022 0:13,513,80045C0A0,220,8004586D0,650182,US Dollar,650182,US Dollar,ACH,0
9/1/2022 0:20,1,800459750,1,800459750,26356.84,US Dollar,26356.84,US Dollar,Reinvestment,0
9/1/2022 0:09,3246,8004597A0,3246,8004597A0,2829.85,US Dollar,2829.85,US Dollar,Reinvestment,0
9/1/2022 0:02,3799,800459840,3799,800459840,408.14,US Dollar,408.14,US Dollar,Reinvestment,0
9/1/2022 0:09,701,8004599C0,701,8004599C0,11902.67,US Dollar,11902.67,US Dollar,Reinvestment,0
9/1/2022 0:28,3801,800459BE0,3801,800459BE0,1034.68,US Dollar,1034.68,US Dollar,Reinvestment,0
9/1/2022 0:07,12,800459F90,12,800459F90,8391.59,US Dollar,8391.59,US Dollar,Reinvestment,0
9/1/2022 0:14,1,80045A030,1,80045A030,27291.26,US Dollar,27291.26,US Dollar,Reinvestment,0
9/1/2022 0:19,3293,80045B5D0,3293,80045B5D0,1652.26,US Dollar,1652.26,US Dollar,Reinvestment,0
9/1/2022 0:29,10,80045C730,10,80045C730,24523.41,US Dollar,24523.41,US Dollar,Reinvestment,0
9/1/2022 0:29,1674,80045C910,1674,80045C910,14540.7,US Dollar,14540.7,US Dollar,Reinvestment,0
9/1/2022 0:24,220,80045C9B0,220,80045C9B0,2573.7,US Dollar,2573.7,US Dollar,Reinvestment,0
9/1/2022 0:02,1729,800462940,1729,800462940,75681.42,US Dollar,75681.42,US Dollar,Reinvestment,0
9/1/2022 0:29,3212,800462C10,3212,800462C10,33199.86,US Dollar,33199.86,US Dollar,Reinvestment,0
9/1/2022 0:26,12,800466710,12,800466710,12383,US Dollar,12383,US Dollar,Reinvestment,0
9/1/2022 0:19,1467,8004667B0,1467,8004667B0,28012.82,US Dollar,28012.82,US Dollar,Reinvestment,0
9/1/2022 0:07,3806,800467A40,220,80045C9B0,0.02,US Dollar,0.02,US Dollar,Cheque,0
9/1/2022 0:28,10,8001C3570,220,8.00E+65,37280.75,US Dollar,37280.75,US Dollar,Cheque,0
9/1/2022 0:07,10,8001C3570,220,8.00E+65,20791.32,US Dollar,20791.32,US Dollar,Credit Card,0
9/1/2022 0:20,10,8001C3570,220,8.00E+65,516.26,US Dollar,516.26,US Dollar,Cash,0
9/1/2022 0:26,10,8001C3570,220,8.00E+65,149.07,US Dollar,149.07,US Dollar,ACH,0
9/1/2022 0:23,1588,800458630,1588,800458630,16.36,US Dollar,16.36,US Dollar,Reinvestment,0
9/1/2022 0:23,220,8004586D0,221691,80B73BA00,7.64,US Dollar,7.64,US Dollar,Credit Card,0
9/1/2022 0:26,1,80045A030,1,80045A030,8.85,US Dollar,8.85,US Dollar,Reinvestment,0
9/1/2022 0:13,1729,80045BA80,1729,80045BA80,23.1,US Dollar,23.1,US Dollar,Reinvestment,0
9/1/2022 0:27,10,80045C230,10,80045C230,21.97,US Dollar,21.97,US Dollar,Reinvestment,0
9/1/2022 0:26,1292,80045C4B0,1292,80045C4B0,5.99,US Dollar,5.99,US Dollar,Reinvestment,0
9/1/2022 0:11,10,80045C730,10,80045C730,13.1,US Dollar,13.1,US Dollar,Reinvestment,0
9/1/2022 0:05,1588,800464390,1588,800464390,10.75,US Dollar,10.75,US Dollar,Reinvestment,0
9/1/2022 0:02,220,8.00E+65,220,8.00E+65,18.13,US Dollar,18.13,US Dollar,Reinvestment,0
9/1/2022 0:17,12,800466710,12,800466710,22.38,US Dollar,22.38,US Dollar,Reinvestment,0
9/1/2022 0:02,1467,8004667B0,1467,8004667B0,4.3,US Dollar,4.3,US Dollar,Reinvestment,0
9/1/2022 0:20,220,8004668A0,220,8004668A0,3.65,US Dollar,3.65,US Dollar,Reinvestment,0
9/1/2022 0:20,1292,8004674F0,1292,8004674F0,14.38,US Dollar,14.38,US Dollar,Reinvestment,0
9/1/2022 0:14,1,800467C10,215064,8061BF660,24.65,US Dollar,24.65,US Dollar,Credit Card,0
9/1/2022 0:15,10,80046C110,10,80046C110,485195.04,US Dollar,485195.04,US Dollar,Reinvestment,0
9/1/2022 0:01,701,80046CF30,701,80046CF30,254729.38,US Dollar,254729.38,US Dollar,Reinvestment,0
9/1/2022 0:27,1588,80032E6E0,701,80046CF30,6061.78,US Dollar,6061.78,US Dollar,Cheque,0
9/1/2022 0:01,1588,80032E6E0,701,80046CF30,1008.98,US Dollar,1008.98,US Dollar,Credit Card,0
9/1/2022 0:09,701,800443500,701,800443500,10.96,US Dollar,10.96,US Dollar,Reinvestment,0
9/1/2022 0:17,1467,80046F5C0,1467,80046F5C0,7.73,US Dollar,7.73,US Dollar,Reinvestment,0
9/1/2022 0:07,3628,80046C980,3628,80046C980,5723.2,US Dollar,5723.2,US Dollar,Reinvestment,0
9/1/2022 0:04,10,80046CB10,10,80046CB10,685.26,US Dollar,685.26,US Dollar,Reinvestment,0
9/1/2022 0:27,3274,80046CCA0,3274,80046CCA0,7324.13,US Dollar,7324.13,US Dollar,Reinvestment,0
9/1/2022 0:05,3248,80046D1F0,10,80046D560,0.01,US Dollar,0.01,US Dollar,Cheque,0
9/1/2022 0:20,1292,80046E4D0,1292,80046E4D0,17671.79,US Dollar,17671.79,US Dollar,Reinvestment,0
9/1/2022 0:24,3718,80046E520,3718,80046E520,2507.88,US Dollar,2507.88,US Dollar,Reinvestment,0
9/1/2022 0:02,1292,80046E570,1292,80046E570,5715.26,US Dollar,5715.26,US Dollar,Reinvestment,0
9/1/2022 0:17,3472,80046ED60,3472,80046ED60,101.42,US Dollar,101.42,US Dollar,Reinvestment,0
9/1/2022 0:20,3810,80046EF90,3810,80046EF90,1694.17,US Dollar,1694.17,US Dollar,Reinvestment,0
9/1/2022 0:21,1292,80046E4D0,1292,80046E4D0,8.11,US Dollar,8.11,US Dollar,Reinvestment,0
9/1/2022 0:24,1292,80046E570,1292,80046E570,24.73,US Dollar,24.73,US Dollar,Reinvestment,0
9/1/2022 0:02,1601,80046EDB0,132722,80FF2FE50,0.26,US Dollar,0.26,US Dollar,Credit Card,0
9/1/2022 0:05,513,80046B5E0,513,80046B5E0,8412.33,US Dollar,8412.33,US Dollar,Reinvestment,0
9/1/2022 0:17,1665,800413D70,513,80046B5E0,213778.58,US Dollar,213778.58,US Dollar,Cheque,0
9/1/2022 0:12,1665,800413D70,513,80046B5E0,26009.35,US Dollar,26009.35,US Dollar,Credit Card,0
9/1/2022 0:09,513,80046B5E0,513,80046B5E0,13.76,US Dollar,13.76,US Dollar,Reinvestment,0
9/1/2022 0:00,220,8004713A0,220,8004713A0,373309.15,US Dollar,373309.15,US Dollar,Reinvestment,0
9/1/2022 0:15,1588,800471850,1588,800471850,6.53,US Dollar,6.53,US Dollar,Reinvestment,0
9/1/2022 0:23,1674,800472800,1674,800472800,1111751.44,US Dollar,1111751.44,US Dollar,Reinvestment,0
9/1/2022 0:12,1467,8004130C0,1665,8004727B0,11311.28,US Dollar,11311.28,US Dollar,Cheque,0
9/1/2022 0:21,220,8003DC390,1601,8.00E+95,2478077.66,US Dollar,2478077.66,US Dollar,Cheque,0
9/1/2022 0:26,220,8003DC390,1601,8.00E+95,14933.05,US Dollar,14933.05,US Dollar,Credit Card,0
9/1/2022 0:12,220,8003DC390,1601,8.00E+95,1369930.46,US Dollar,1369930.46,US Dollar,Cash,0
9/1/2022 0:25,1674,800474210,1674,800474210,229620.46,US Dollar,229620.46,US Dollar,Reinvestment,0
9/1/2022 0:15,1467,800474350,1467,800474350,15.11,US Dollar,15.11,US Dollar,Reinvestment,0
9/1/2022 0:27,1362,800473DC0,1362,800473DC0,88949.24,US Dollar,88949.24,US Dollar,Reinvestment,0
9/1/2022 0:15,3792,8.00E+65,3792,8.00E+65,10255.32,US Dollar,10255.32,US Dollar,Reinvestment,0
9/1/2022 0:15,1292,800473960,1292,800473960,11.59,US Dollar,11.59,US Dollar,Reinvestment,0
9/1/2022 0:27,10,800474CD0,10,800474CD0,20.54,US Dollar,20.54,US Dollar,Reinvestment,0
